mageX,imageY,magX,magY,magZ,mag_val,lat,lon,ts,floor
147.0,262.0,25.42500114440918,-37.3125,-2.981250047683716,45.24976454402854,11.0650883,77.092994,1770636496133.0,0
149.0,296.0,18.600000381469727,46.35000228881836,-16.125,52.481409578670245,11.064954,77.093035,1770636500081.0,0
236.0,233.0,31.0,58.462501525878906,-18.700000762939453,68.76448293412327,11.0650221,77.0929862,1770636501935.0,0
163.0,249.0,25.818750381469727,-27.262500762939453,-5.418750286102295,37.93698292923478,11.0651044,77.0929774,1770636502685.0,0
238.0,186.0,32.04999923706055,24.887500762939453,-18.524999618530273,44.60679047171451,11.0651139,77.0930174,1770636503282.0,0
475.0,276.0,20.475000381469727,45.45000076293945,-11.08750057220459,51.0672192204649,11.065034,77.093199,1770636502318.0,2
515.0,310.0,13.968750953674316,46.76250076293945,6.843750476837158,49.28178569612609,11.0650256,77.0932006,1770636509397.0,2
180.0,240.0,-6.993750095367432,-40.40625,20.8125,45.98627768920802,11.065103,77.0929512,1770636508939.0,0
466.0,309.0,12.850000381469727,50.86249923706055,-9.487500190734863,53.31162160648418,11.065032,77.0932077,1770636508765.0,2
553.0,341.0,8.220000267028809,45.23999786376953,4.799999713897705,46.23057222614969,11.0650358,77.0932111,1770636511372.0,2
175.0,308.0,6.225000381469727,30.000001907348633,-7.275000095367432,31.490893454740466,11.0649744,77.0930505,1770636509970.0,0
481.0,271.0,-12.24375057220459,-51.993751525878906,32.32500076293945,62.435288900855035,11.065103,77.0929512,1770636508909.0,0
437.0,298.0,16.450000762939453,48.01250076293945,-10.449999809265137,51.8170362972026,11.065032,77.0932077,1770636508764.0,2
433.0,285.0,13.287500381469727,50.9375,-9.15000057220459,53.431349254055924,11.065032,77.0932077,1770636508763.0,2
507.0,296.0,18.431251525878906,46.29375076293945,22.818750381469727,54.80435896425754,11.0650253,77.0932003,1770636515744.0,2
165.0,266.0,-5.925000190734863,-40.44375228881836,5.887500286102295,41.297280613599284,11.0651009,77.092937,1770636515179.0,0
526.0,280.0,20.943750381469727,46.40625,19.33125114440918,54.45987504495429,11.0650253,77.0932003,1770636515744.0,2
448.0,279.0,10.175000190734863,51.47500228881836,-7.6875,53.03116202541021,11.0650178,77.0931636,1770636515469.0,2
550.0,289.0,19.6875,46.3125,20.08125114440918,54.18211845272234,11.0650253,77.0932003,1770636515744.0,2
515.0,316.0,18.225000381469727,46.40625,22.293750762939453,54.614119063179395,11.0650253,77.0932003,1770636515672.0,2
277.0,106.0,10.5,42.125,-14.612500190734863,45.80710410868849,11.0651092,77.0931338,1770636519298.0,0
233.0,294.0,27.975000381469727,30.150001525878906,-6.450000286102295,41.632027839686735,11.0650177,77.0930863,1770636519459.0,0
507.0,330.0,-9.239999771118164,41.39999771118164,10.079999923706055,43.59981427389368,11.0650345,77.0931955,1770636521654.0,2
505.0,296.0,-2.819999933242798,42.47999954223633,12.59999942779541,44.398904787306776,11.0650345,77.0931955,1770636521652.0,2
179.0,250.0,44.775001525878906,-27.075000762939453,5.25,52.58725062175841,11.065108,77.0929496,1770636521263.0,0
443.0,280.0,13.593750953674316,44.00625228881836,21.375,50.77628314969157,11.065014,77.0931443,1770636522097.0,2
113.0,252.0,-11.0625,-35.00625228881836,29.700000762939453,47.22188741332778,11.065108,77.0929496,1770636521263.0,0
396.0,269.0,6.5625,46.70000076293945,-2.4000000953674316,47.21987376059268,11.065013,77.0931689,1770636521977.0,2
165.0,254.0,3.075000047683716,-33.82500076293945,33.45000076293945,47.670628828942036,11.065108,77.0929496,1770636521260.0,0
385.0,271.0,6.325000286102295,46.01250076293945,-3.762500047683716,46.597341787783535,11.065013,77.0931689,1770636521961.0,2
463.0,295.0,6.099999904632568,45.73749923706055,-1.912500023841858,46.182101420765015,11.065013,77.0931689,1770636521961.0,2
386.0,284.0,15.21250057220459,50.3125,-4.162499904632568,52.726598936072016,11.065013,77.0931689,1770636521960.0,2
433.0,322.0,-3.8399999141693115,38.63999938964844,5.940000057220459,39.282041098352195,11.0650325,77.0931966,1770636526879.0,2
596.0,326.0,-0.03750000149011612,47.66250228881836,0.5062500238418579,47.665205546272084,11.0650354,77.0932027,1770636525806.0,2
232.0,258.0,23.025001525878906,22.725000381469727,-20.775001525878906,38.447067846648544,11.0650643,77.0931006,1770636526618.0,0
150.0,289.0,-0.8062500357627869,15.037500381469727,2.5687501430511475,15.276613961879608,11.0651078,77.0929612,1770636527252.0,0
497.0,305.0,8.30625057220459,42.431251525878906,19.275001525878906,47.338468378722226,11.0650362,77.0931954,1770636528545.0,2
514.0,282.0,9.15000057220459,42.88125228881836,15.881250381469727,46.63409077067512,11.0650362,77.0931954,1770636528544.0,2
531.0,285.0,8.86875057220459,42.712501525878906,15.037500381469727,46.14259356638819,11.0650362,77.0931954,1770636528494.0,2
472.0,265.0,3.512500047683716,40.07500076293945,1.475000023841858,40.25567000814804,11.0649907,77.0931095,1770636528600.0,2
517.0,299.0,13.08750057220459,42.07500076293945,16.106250762939453,46.91481294929672,11.0650362,77.0931954,1770636528493.0,2
620.0,319.0,24.150001525878906,36.150001525878906,-4.5,43.70692375380588,11.0650381,77.093217,1770636529079.0,0
491.0,272.0,2.575000047683716,40.337501525878906,1.0750000476837158,40.43390012969778,11.0649907,77.0931095,1770636528516.0,2
569.0,320.0,-1.2937500476837158,43.38750076293945,-0.09375,43.4068865584996,11.0650401,77.0932026,1770636532254.0,2
171.0,248.0,28.42500114440918,8.943750381469727,-6.825000286102295,30.570443075804437,11.0651084,77.0929754,1770636533274.0,0
182.0,274.0,3.6937501430511475,38.8125,-3.450000047683716,39.14021521016853,11.0651084,77.0929754,1770636533274.0,0
534.0,297.0,1.7062500715255737,37.40625,-2.4562501907348633,37.525617827939435,11.0650363,77.0931904,1770636535536.0,2
400.0,274.0,4.762500286102295,35.47500228881836,3.575000047683716,35.97134723231437,11.0650029,77.0931452,1770636535022.0,2
412.0,263.0,6.837500095367432,36.57500076293945,5.012500286102295,37.54473661488847,11.0650029,77.0931452,1770636535020.0,2
396.0,280.0,7.887500286102295,39.20000076293945,5.675000190734863,40.38636338843296,11.0650029,77.0931452,1770636535002.0,2
386.0,261.0,3.9750001430511475,34.61249923706055,1.662500023841858,34.87964500825729,11.0650029,77.0931452,1770636535002.0,2
168.0,142.0,-32.07500076293945,13.362500190734863,-6.912499904632568,35.428021963150876,11.0651199,77.0930923,1770636537824.0,0
388.0,285.0,5.0,34.11249923706055,1.162500023841858,34.49657969283171,11.0650029,77.0931452,1770636535002.0,2
479.0,315.0,50.63999938964844,20.459999084472656,21.059999465942383,58.5366951426685,11.0650422,77.0931515,1770636538771.0,2
480.0,294.0,49.02000045776367,24.18000030517578,16.799999237060547,57.18280190759007,11.0650422,77.0931515,1770636538770.0,2
146.0,188.0,12.656250953674316,31.23750114440918,1.1812500953674316,33.724731544330375,11.0651058,77.0929483,1770636539144.0,0
550.0,301.0,11.925000190734863,48.07500076293945,12.675000190734863,51.12794693453654,11.0650232,77.0931625,1770636538858.0,0
570.0,319.0,0.24375000596046448,40.20000076293945,2.1000001430511475,40.255552114044505,11.0650327,77.0932201,1770636538637.0,2
234.0,221.0,24.0,37.57500076293945,-28.875001907348633,53.1191718448649,11.0650463,77.0930296,1770636539849.0,0
422.0,321.0,12.037500381469727,35.625,2.4375,37.6826677224939,11.065035,77.093173,1770636541858.0,2
364.0,293.0,5.237500190734863,31.075000762939453,-1.8000000715255737,31.56464922856149,11.0649879,77.0931069,1770636541526.0,2
516.0,305.0,8.68125057220459,34.57500076293945,-3.168750047683716,35.78876592059807,11.065035,77.093173,1770636541857.0,2
350.0,291.0,8.412500381469727,31.162500381469727,-0.5250000357627869,32.28230502505792,11.0649879,77.0931069,1770636541526.0,2
438.0,307.0,10.3125,34.96875,-0.956250011920929,36.470200806930016,11.065035,77.093173,1770636541819.0,2
394.0,275.0,7.0625,31.212499618530273,-1.1750000715255737,32.02311140184285,11.0649879,77.0931069,1770636541525.0,2
96.0,80.0,-8.77500057220459,37.525001525878906,-12.100000381469727,40.39228124024407,11.0651095,77.0929722,1770636545470.0,0
537.0,300.0,7.725000381469727,45.375,5.475000381469727,46.35236655307689,11.0650299,77.0931962,1770636544626.0,0
202.0,154.0,7.5,34.16250228881836,-13.550000190734863,37.509053144573436,11.0650993,77.0929539,1770636545922.0,0
161.0,273.0,-30.262500762939453,23.83125114440918,31.725000381469727,49.90213555289061,11.0650983,77.0929406,1770636545459.0,0
523.0,325.0,2.793750047683716,36.65625,-6.075000286102295,37.26112359910226,11.0650422,77.0932246,1770636546384.0,2
218.0,246.0,24.600000381469727,40.35000228881836,-29.325000762939453,55.61688928034682,11.0650416,77.0930106,1770636546485.0,0
363.0,260.0,9.675000190734863,31.762500762939453,-6.550000190734863,33.84323545267319,11.0649842,77.0930914,1770636547967.0,2
466.0,310.0,23.45625114440918,40.53750228881836,1.2000000476837158,46.85002464972661,11.0650306,77.0931102,1770636549618.0,2
354.0,256.0,9.512499809265137,31.1875,-3.9750001430511475,32.84735050211091,11.0649842,77.0930914,1770636547967.0,2
496.0,282.0,9.59999942779541,42.23999786376953,5.699999809265137,43.690587159828254,11.0650651,77.0931508,1770636551007.0,2
332.0,264.0,5.474999904632568,30.700000762939453,-4.787499904632568,31.54973575383899,11.0649842,77.0930914,1770636547967.0,2
297.0,267.0,9.662500381469727,32.11249923706055,-8.050000190734863,34.487374848528965,11.0649842,77.0930914,1770636547966.0,2
327.0,272.0,6.0,30.649999618530273,-3.2750000953674316,31.40299511576185,11.0649842,77.0930914,1770636547928.0,2
160.0,3.0,13.687500953674316,7.331250190734863,14.77500057220459,21.43351472868207,11.0651088,77.0929429,1770636551403.0,0
158.0,481.0,10.21875,24.39375114440918,5.756250381469727,27.066812980327672,11.0651088,77.0929429,1770636551403.0,0
533.0,322.0,11.325000762939453,36.150001525878906,-10.3125,39.26099729823004,11.0650423,77.0931997,1770636552825.0,2
151.0,230.0,-0.768750011920929,29.381250381469727,0.15000000596046448,29.39168846053645,11.0651088,77.0929429,1770636551402.0,0
537.0,297.0,10.575000762939453,40.80000305175781,3.375000238418579,42.28311148400673,11.0650082,77.0931609,1770636552974.0,0
198.0,136.0,3.875,30.625,-20.162500381469727,36.870485101674035,11.065101,77.0931284,1770636552490.0,0
261.0,269.0,13.699999809265137,33.0625,-8.725000381469727,36.83672803983155,11.0649964,77.0931107,1770636554500.0,2
464.0,287.0,16.68000030517578,34.07999801635742,9.719999313354492,39.16818940961149,11.0650508,77.093142,1770636556960.0,2
390.0,274.0,10.52500057220459,34.6875,-7.25,36.96702305156458,11.0649964,77.0931107,1770636554478.0,2
453.0,296.0,29.625001907348633,54.03750228881836,4.087500095367432,61.760829403871256,11.0650308,77.093108,1770636556050.0,2
469.0,281.0,14.460000038146973,36.41999816894531,9.179999351501465,40.24649370843077,11.0650521,77.0931428,1770636556561.0,2
219.0,120.0,6.625,30.274999618530273,-22.412500381469727,38.24639068266951,11.065101,77.0931284,1770636552466.0,0
210.0,258.0,-35.10000228881836,14.925000190734863,-27.975000381469727,47.30080800273629,11.0650843,77.0930777,1770636557575.0,0
105.0,27.0,-13.74375057220459,30.900001525878906,-8.49375057220459,34.868962887833625,11.0651007,77.092945,1770636557615.0,0
513.0,322.0,18.431251525878906,40.29375076293945,-8.40000057220459,45.09830809430809,11.0650481,77.0931817,1770636559186.0,2
255.0,268.0,15.162500381469727,45.48749923706055,-10.83750057220459,49.157557133285096,11.0649915,77.0930953,1770636560930.0,2
94.0,168.0,-28.887500762939453,61.4375,16.625,69.89595647516977,11.0651048,77.0929551,1770636561545.0,0
306.0,294.0,12.037500381469727,44.0,-12.850000381469727,47.39223486223936,11.0649915,77.0930953,1770636560930.0,2
384.0,297.0,18.262500762939453,59.437503814697266,10.050000190734863,62.986810505631155,11.0650504,77.0931384,1770636562630.0,2
370.0,275.0,12.90000057220459,37.875,-8.137499809265137,40.83068139167737,11.0649915,77.0930953,1770636560929.0,2
453.0,322.0,15.299999237060547,32.52000045776367,13.799999237060547,38.49779714957564,11.0650552,77.0931396,1770636564136.0,2
389.0,308.0,22.743751525878906,57.337501525878906,10.293750762939453,62.53661822860748,11.0650504,77.0931384,1770636562628.0,2
438.0,295.0,14.75999927520752,34.02000045776367,12.84000015258789,39.2438990630241,11.0650552,77.0931396,1770636564136.0,2
135.0,287.0,-28.23750114440918,12.487500190734863,21.712501525878906,37.74555410118398,11.0651067,77.0929459,1770636563530.0,0
504.0,301.0,13.27500057220459,31.650001525878906,-7.725000381469727,35.1798787330752,11.0650286,77.0931846,1770636564479.0,0
491.0,327.0,21.67500114440918,50.306251525878906,-3.2250001430511475,54.87189848290118,11.0650331,77.0931409,1770636565578.0,2
510.0,303.0,13.350000381469727,31.275001525878906,-7.425000190734863,34.806304866523575,11.0650286,77.0931846,1770636564479.0,0
425.0,271.0,9.449999809265137,48.375,-10.037500381469727,50.30103910758819,11.0650241,77.0931108,1770636567435.0,2
388.0,303.0,22.481250762939453,53.156253814697266,4.631250381469727,57.9002800992754,11.0650484,77.0931461,1770636569013.0,2
341.0,273.0,14.08750057220459,49.79999923706055,-9.96250057220459,52.70435479193605,11.0650241,77.0931108,1770636569165.0,2
471.0,327.0,12.937500953674316,64.7437515258789,-9.018750190734863,66.63685277362633,11.0650241,77.0931258,1770636571936.0,2
233.0,257.0,15.750000953674316,27.375001907348633,-25.42500114440918,40.54483866858137,11.0649526,77.0930552,1770636572105.0,0
230.0,112.0,4.349999904632568,28.912500381469727,-17.200000762939453,33.92189858666387,11.0651093,77.0931546,1770636570566.0,0
352.0,269.0,13.112500190734863,49.150001525878906,-11.050000190734863,52.05538219493889,11.0650645,77.0931399,1770636573973.0,2
174.0,196.0,-6.575000286102295,48.16250228881836,-19.325000762939453,52.309778339907815,11.0651084,77.0929543,1770636575146.0,0
312.0,314.0,23.325000762939453,44.92500305175781,7.706250190734863,51.202518022005286,11.0650589,77.0931503,1770636575428.0,2
455.0,312.0,16.19999885559082,31.920000076293945,12.960000038146973,38.06951495331296,11.065006,77.0931089,1770636576552.0,2
388.0,287.0,14.637499809265137,49.5,-7.887500286102295,52.21799557077522,11.0650645,77.0931399,1770636573971.0,2
219.0,138.0,-9.65625,22.6875,-3.6937501430511475,24.932100000436993,11.065107,77.0930857,1770636574911.0,0
288.0,286.0,20.100000381469727,44.681251525878906,-4.462500095367432,49.19693242830383,11.0650589,77.0931503,1770636577212.0,2
222.0,214.0,34.40625,-15.43125057220459,3.3187501430511475,37.85403064135531,11.0650148,77.0931681,1770636577375.0,2
485.0,304.0,21.0,29.250001907348633,-7.875000476837158,36.85889640358327,11.0650222,77.093149,1770636575862.0,0
229.0,259.0,14.175000190734863,29.55000114440918,-21.67500114440918,39.29298757605556,11.0649441,77.093057,1770636577810.0,0
458.0,322.0,11.34375,60.562503814697266,-6.600000381469727,61.96819779050478,11.0650251,77.0931372,1770636578341.0,2
230.0,313.0,-4.650000095367432,36.82500076293945,-11.925000190734863,38.98600789548008,11.0649441,77.093057,1770636579782.0,0
332.0,281.0,17.11250114440918,44.47500228881836,-10.100000381469727,48.71214973406011,11.0650607,77.0931362,1770636580509.0,2
130.0,65.0,-37.35000228881836,1.3312500715255737,25.14375114440918,45.044457143356176,11.0650978,77.0929759,1770636580779.0,0
364.0,272.0,22.80000114440918,47.025001525878906,-5.987500190734863,52.602670837401625,11.0650607,77.0931362,1770636580508.0,2
300.0,286.0,23.55000114440918,34.10625076293945,12.71250057220459,43.35258430364312,11.0650612,77.093153,1770636581920.0,2
364.0,279.0,17.899999618530273,47.60000228881836,-13.512499809265137,52.61898759320904,11.0650607,77.0931362,1770636580508.0,2
366.0,275.0,17.200000762939453,46.462501525878906,-7.724999904632568,50.14259364865354,11.0650607,77.0931362,1770636580507.0,2
350.0,269.0,16.887500762939453,44.85000228881836,-9.725000381469727,48.90077729182716,11.0650607,77.0931362,1770636580472.0,2
449.0,300.0,14.75999927520752,33.959999084472656,12.179999351501465,38.98065546683491,11.065006,77.0931089,1770636576552.0,2
325.0,268.0,17.149999618530273,44.212501525878906,-9.58750057220459,48.38169018661353,11.0650607,77.0931362,1770636580432.0,2
427.0,324.0,7.387500286102295,46.875,-8.793750762939453,48.26148400078327,11.0650426,77.0931411,1770636584716.0,2
161.0,129.0,-31.725000381469727,10.93125057220459,26.943750381469727,43.03409779344197,11.065098,77.0929726,1770636586930.0,0
401.0,261.0,16.912500381469727,40.125,-12.1875,45.2170703429934,11.065068,77.0931474,1770636587047.0,2
369.0,302.0,23.381250381469727,29.681251525878906,8.4375,38.71499667820555,11.0650432,77.0931428,1770636588543.0,2
358.0,299.0,24.806251525878906,28.781251907348633,12.356250762939453,39.95481834567729,11.0650432,77.0931428,1770636588341.0,2
611.0,295.0,21.1875,37.150001525878906,-6.575000286102295,43.269659097167036,11.065068,77.0931474,1770636588449.0,2
271.0,214.0,36.13125228881836,-14.081250190734863,2.700000047683716,38.872085088785816,11.0650208,77.0931532,1770636588624.0,2
335.0,284.0,21.0,32.775001525878906,14.006250381469727,41.36877777708432,11.0650432,77.0931428,1770636588341.0,2
492.0,303.0,36.75,31.42500114440918,-3.450000047683716,48.476754194718275,11.0650357,77.0931343,1770636589286.0,0
250.0,304.0,17.25,19.650001525878906,-34.275001525878906,43.109868818706055,11.064958,77.0930652,1770636590375.0,0
431.0,322.0,6.356250286102295,40.16250228881836,-2.25,40.724574986105324,11.0650603,77.0931563,1770636591097.0,2
327.0,227.0,0.75,64.05000305175781,-17.875,66.5017369391972,11.0650885,77.0930852,1770636593277.0,0
301.0,276.0,23.48750114440918,34.03750228881836,-0.5,41.35775951462963,11.0650564,77.0931469,1770636593629.0,2
318.0,272.0,23.9375,34.875,-0.862500011920929,42.30855040675068,11.0650564,77.0931469,1770636593589.0,2
336.0,277.0,18.575000762939453,37.35000228881836,-8.487500190734863,42.568661992194,11.0650564,77.0931469,1770636593589.0,2
323.0,279.0,21.012500762939453,36.47500228881836,-5.400000095367432,42.43949789184368,11.0650564,77.0931469,1770636593589.0,2
332.0,279.0,25.774999618530273,33.79999923706055,2.7750000953674316,42.59684471049257,11.0650564,77.0931469,1770636593588.0,2
351.0,305.0,19.912500381469727,31.593751907348633,19.51875114440918,42.13851536614101,11.0650198,77.0931216,1770636597803.0,2
414.0,327.0,14.77500057220459,32.212501525878906,3.8812501430511475,35.65122717574153,11.0650433,77.0931555,1770636597527.0,2
327.0,301.0,20.83125114440918,35.60625076293945,10.6875,42.61418512519951,11.0650198,77.0931216,1770636599257.0,2
388.0,238.0,-10.237500190734863,55.212501525878906,-14.162500381469727,57.91202942356283,11.0650836,77.0931139,1770636599417.0,0
382.0,243.0,-17.262500762939453,35.01250076293945,0.17499999701976776,39.037158801125344,11.0650836,77.0931139,1770636599416.0,0
270.0,266.0,24.23750114440918,28.61250114440918,7.800000190734863,38.30106638775893,11.0650607,77.0931389,1770636600281.0,2
395.0,228.0,2.9000000953674316,50.17499923706055,-17.1875,53.11638829252378,11.0650836,77.0931139,1770636599415.0,0
282.0,267.0,27.024999618530273,29.262500762939453,8.074999809265137,40.64295974953381,11.0650607,77.0931389,1770636600115.0,2
243.0,129.0,-38.94375228881836,34.16250228881836,19.03125,55.189499739795295,11.0650656,77.0930498,1770636592853.0,0
308.0,275.0,26.075000762939453,29.350000381469727,6.849999904632568,39.85286295704529,11.0650607,77.0931389,1770636600115.0,2
235.0,153.0,-36.525001525878906,15.975000381469727,20.90625,45.01497153965461,11.0650656,77.0930498,1770636592851.0,0
387.0,316.0,12.24375057220459,31.70625114440918,4.481250286102295,34.28231896814159,11.0650583,77.0931612,1770636603877.0,2
320.0,272.0,19.556251525878906,37.10625076293945,1.8750001192092896,41.986145868281604,11.0649995,77.0931025,1770636604209.0,2
245.0,223.0,5.625,45.150001525878906,-13.725000381469727,47.524087558397284,11.0650249,77.0930328,1770636604212.0,0
285.0,310.0,17.34375,36.86250305175781,6.637500286102295,41.27597612838928,11.0649995,77.0931025,1770636604209.0,2
299.0,212.0,48.54375076293945,-11.381250381469727,-2.9625000953674316,49.94802303590345,11.0650271,77.0931312,1770636599774.0,2
344.0,133.0,-11.268750190734863,34.95000076293945,22.743751525878906,43.19450795716482,11.0650951,77.0931632,1770636606240.0,0
269.0,305.0,15.581250190734863,35.41875076293945,11.737500190734863,40.43553108147586,11.0649995,77.0931025,1770636604209.0,2
356.0,273.0,21.837499618530273,26.587499618530273,11.96250057220459,36.42626724624213,11.0650583,77.0931414,1770636606875.0,2
370.0,289.0,21.587499618530273,27.1875,10.5,36.26886124528925,11.0650583,77.0931414,1770636606644.0,2
382.0,285.0,21.962499618530273,26.75,11.449999809265137,36.45567699448351,11.0650583,77.0931414,1770636606644.0,2
272.0,260.0,18.30000114440918,29.5625,6.075000286102295,35.29500073114492,11.0650583,77.0931414,1770636606643.0,2
472.0,293.0,17.459999084472656,30.599998474121094,10.079999923706055,36.64447943562459,11.0650265,77.0931249,1770636610907.0,2
277.0,265.0,17.875,30.0625,3.924999952316284,35.19481717349421,11.0650583,77.0931414,1770636606643.0,2
420.0,228.0,13.675000190734863,55.92499923706055,0.1875,57.57296523657455,11.0650881,77.0931478,1770636610137.0,0
325.0,264.0,17.0625,30.137500762939453,4.599999904632568,34.936483188907204,11.0650583,77.0931414,1770636606623.0,2
366.0,247.0,20.92500114440918,27.625,9.425000190734863,35.91416052880643,11.0650583,77.0931414,1770636606623.0,2
